scenario_id,pod_id,latency_ms,queue_depth,cpu_utilization,request_rate,is_optimal
25,0,133.1558122688486,34,38.47601396464324,30.098205986557684,0
25,1,107.7843343281899,30,14.028355635727692,25.82818448216206,0
25,2,38.26351134884306,10,0,2.7324330949653306,1
26,0,98.41810817474244,25,28.366026759225292,20.579617746816762,0
26,1,131.12469214513504,30,37.81296168350826,30.463179173034803,0
26,2,111.6999634855512,21,16.67371920541916,18.78276269848722,1
27,0,22.094288010641314,9,9.297092024786188,8.417150599686991,1
27,1,75.53271855009996,20,10.060834227146806,15.048208601837441,0
27,2,58.69333104863959,15,12.423614249698971,14.666428804177603,0
28,0,15.752657186825353,6,0,5.256839566225717,1
28,1,160.96137644423158,37,54.34471536585768,36.58168314838786,0
28,2,130.59097136794887,32,58.625322907688066,37.457336216841355,0
29,0,113.50418560816071,33,40.65381198388834,27.75004334883178,0
29,1,121.62068826873399,29,36.65200841310453,31.714130585341398,0
29,2,19.397560842765223,15,2.0728518903149595,6.439762771256375,1
30,0,139.8711497727777,37,45.01652340194006,33.203853324899015,0
30,1,179.03416939539443,48,66.09696184643248,37.41555018983718,0
30,2,114.85515574776015,32,23.571344588713075,26.77948225434235,1
31,0,93.44522495847133,33,42.68263618667068,25.060582241018803,0
31,1,81.54100710998127,19,26.26621880109726,23.583071814022823,1
31,2,161.03168224699618,43,48.89134928338554,37.69855256422808,0
32,0,115.31865693418862,37,52.92621415672103,30.205377731209534,0
32,1,119.60080224344856,29,25.894192836489765,24.148061026112867,0
32,2,91.93083177898342,28,41.407845542102706,16.63224575061069,1
33,0,99.97082893910532,31,52.220315454258824,26.02697372438591,0
33,1,67.13530861270773,17,32.23787085837925,17.5548398128516,1
33,2,78.4160947450316,27,37.84133590859764,19.404348607228613,0
34,0,44.86034733590521,16,10.85841817841876,12.603892662189171,0
34,1,41.4601168785994,9,0,11.70176046078656,1
34,2,182.0291017745123,51,39.391904356169334,45.29014567834339,0
35,0,51.90988186348132,10,12.048340260471425,15.92756358774882,1
35,1,84.57221084292487,21,42.95923981888879,23.257751764266402,0
35,2,62.36681101161646,13,5.82104767601777,12.37686848310592,0
36,0,89.90158152749288,18,23.532518042949498,11.229344066895601,0
36,1,61.05233640639301,18,13.655384168275564,15.041546498864491,1
36,2,61.82675247574242,20,14.338603095862297,11.878554831758262,0
37,0,92.09303076021163,29,42.46626478407227,26.462680685003516,0
37,1,76.4139321527851,26,46.592730213714766,24.453398259615827,1
37,2,215.21559690684214,55,74.921407919894,47.59609362990266,0
38,0,183.1689473070552,43,54.85450607297309,49.779425472685595,0
38,1,31.950420431630455,16,12.890674398807256,10.401330162325792,1
38,2,68.96216131859993,21,24.592266763085686,22.187450340778454,0
39,0,91.12467275911659,32,46.271999341186614,20.31470621774256,0
39,1,119.7826134810918,27,32.47095033639251,17.894242085363683,0
39,2,77.85258265502087,25,16.31305204987145,25.729806585624427,1
40,0,152.61305351489264,47,57.96138947793864,37.62867701668377,0
40,1,38.72267612544523,11,7.307253398008839,6.096321238328137,1
40,2,58.04596611960737,16,9.209414438766139,10.768097567712273,0
41,0,64.93107791767018,16,26.226758766911097,14.429080206950491,0
41,1,62.71470604590012,14,21.003726983519773,16.76756405320662,1
41,2,79.64988004249474,15,18.100896708208698,16.50318452243255,0
42,0,139.91603745897086,41,55.135674442289556,38.676534529135374,1
42,1,172.22790750074864,41,44.48623974716779,30.77920300412564,0
42,2,169.28458231104526,40,73.93531799735548,43.75553266560522,0
43,0,139.41516249869179,44,47.81267838412157,37.137797745911406,0
43,1,117.79131889724835,25,19.763295187822585,18.65313128304268,1
43,2,126.67064394956012,39,45.52355484684021,26.3266327819407,0
44,0,186.20852422219855,46,54.306999917371506,47.41443504393093,0
44,1,55.37090189765518,10,8.45163780302283,20.246723680048667,1
44,2,84.65816991167225,23,28.13593345527969,9.464160905882505,0
45,0,169.85552867038342,41,51.01685327932873,36.62980224775524,0
45,1,41.459481166010214,7,9.534733839203573,16.598968822902,1
45,2,56.743074177947264,13,0,18.87724464270029,0
46,0,102.54989415984771,32,46.143064379820885,41.44872346592063,1
46,1,142.02830147434298,32,52.3672687885234,38.594816265877945,0
46,2,151.3736644512905,37,47.0635354921204,34.08693025655313,0
47,0,170.01511045847624,39,40.465592444361064,49.16861301634421,0
47,1,155.9059428064008,33,53.21136400455504,32.73744030734335,0
47,2,138.28264618125786,35,56.86655734413001,25.707121920583646,1
48,0,141.61255923343282,29,38.42248227428111,30.041910483708733,0
48,1,147.81086207889967,43,59.300576228850815,39.052196464750004,0
48,2,108.10532572346624,31,35.418731988986146,20.778237100166436,1
49,0,87.42825260858444,21,31.64785235105253,26.602247113914384,0
49,1,84.6100736877226,22,30.73779039932264,17.962241642441313,0
49,2,75.41619640049979,17,17.181374201078334,16.633318532272163,1
50,0,68.58471966565064,20,12.700708972082925,12.494656309025329,1
50,1,130.99420728325015,28,43.14565112272283,31.875937309864714,0
50,2,107.20481851397653,25,35.54348692398055,27.05620774854758,0
51,0,152.61879255214092,37,58.10304784827746,28.551562716510873,0
51,1,71.41663836722194,25,12.451550859873654,13.776268122680637,0
51,2,18.82467697334355,5,8.766369429447263,1.0083930525184872,1
52,0,217.4591658675185,52,77.78701559082015,50.134842439540634,0
52,1,148.19199681755282,31,49.98834803424292,39.16226450820513,0
52,2,72.18071929260266,20,28.28099841024353,19.48867143880043,1
53,0,70.11532823646762,17,41.924863718893974,23.984659978914642,1
53,1,99.80653365583562,27,34.156957486941295,21.926490298175302,0
53,2,74.45653272581266,20,22.850864044087793,16.089342901752772,0
54,0,126.97802696515721,30,45.921729782404306,37.98930128789976,0
54,1,87.34396559498782,18,30.212637214982536,14.43334124848308,1
54,2,144.51404258017408,33,41.58847430759067,27.65336950306879,0
55,0,153.62232886248367,38,58.98736624893576,41.76181662907316,0
55,1,12.463045831389728,6,0.014193526322700933,0,1
55,2,39.384112778440404,9,1.9128891143138667,4.236781367478913,0
56,0,146.21961475724567,37,46.4156604081219,34.51672175134229,0
56,1,54.39188216337124,13,24.005093400579327,14.072889776184049,1
56,2,70.675192039058,16,18.414200403977986,9.506928577511951,0
57,0,26.26109827114278,2,2.6987732975600167,0,1
57,1,69.91475238444167,13,19.04114790038211,11.70460993211135,0
57,2,94.00330745032076,30,29.886649754702223,16.896050372056994,0
58,0,68.51884732717414,17,29.90300572115458,17.170156859665624,0
58,1,55.621998082691185,16,27.92841017953458,10.015089088257138,1
58,2,57.717237140664245,21,2.8978226734954866,9.04446396302258,0
59,0,175.73306615623179,43,61.35056622108818,39.34090689948292,0
59,1,75.3430449281713,14,11.480060403112795,10.868692416561885,0
59,2,33.46443669581809,17,27.541972829932963,13.621321685549393,1
60,0,100.03485978888999,29,21.161979230187328,17.203435869936982,0
60,1,96.47884940648821,22,23.589738109885047,21.972531656537875,0
60,2,52.004472971906154,16,31.697305727569283,14.970010717450888,1
61,0,150.1317494511089,36,50.21660055561873,28.211121003871646,0
61,1,5,10,6.7359714674549,0,1
61,2,26.083770362070336,9,13.006637958290566,1.8432854999782493,0
62,0,220.9533701411456,59,62.29405847152725,44.855208684018095,0
62,1,24.60424792494977,12,31.959891666485568,6.556027482554373,1
62,2,52.83191161010919,8,20.210848893006414,8.420864644573092,0
63,0,132.42170192337693,38,48.310407338759504,19.750453472047422,0
63,1,179.16232466636808,43,30.759073774995187,41.16584026047631,0
63,2,119.49307123297638,41,31.529701214458356,36.516068471409376,1
64,0,124.40386595707764,34,30.41363817016176,24.29898465056658,0
64,1,85.84554660456055,19,30.16433086817104,11.715076094763386,1
64,2,118.1075064847695,29,38.091124049278,26.395412712837246,0
65,0,106.72759156967994,28,30.825514560037565,27.154690381496984,0
65,1,109.341679872485,32,31.745320410238975,24.321185035622783,0
65,2,100.81528953314897,30,27.495730958270936,31.329409504885067,1
66,0,131.1627381510779,30,25.29286800169603,29.596181742004244,0
66,1,103.39000322204488,24,49.20254068073912,31.11859486605235,0
66,2,93.17820248562919,20,15.82958269417767,9.118365790139915,1
67,0,121.33405228219361,36,54.062540185984446,27.1271307294801,0
67,1,23.6534807595307,14,15.266963584610368,4.416164955866657,1
67,2,101.3910035303167,21,31.28073727641432,15.118508592949544,0
68,0,80.91732462433727,28,0,18.83434907626322,1
68,1,122.7327094709733,39,48.21604261320912,32.28511860580173,0
68,2,133.4833388145959,31,41.16348433241111,17.805426401958293,0
69,0,164.51133467729147,38,55.38001950491952,35.82687907274012,0
69,1,55.55233169849808,12,26.870200447615794,5.662786838926397,1
69,2,96.54687403736612,25,19.902736026143728,18.359433981137375,0
70,0,15.546090291622988,9,9.556421587646668,2.612036421774599,0
70,1,16.580255706841726,9,0,0,1
70,2,158.37079429241385,34,64.16200829918965,35.05399777411716,0
71,0,138.5810340475839,35,31.819082099185188,27.706418670659538,1
71,1,169.30387615662312,45,56.35379105516622,41.883603634308955,0
71,2,182.1955611972956,37,56.22463767193783,38.72839992777247,0
72,0,165.10060728578995,46,61.0481161678297,33.998981514805976,0
72,1,18.826750362814803,4,6.732234716445676,0,1
72,2,61.861753770658,11,15.34077466147712,12.838645359832498,0
73,0,74.19185176448359,28,29.02664087929276,14.639297367182763,0
73,1,83.10319590104186,23,49.99923470774033,24.62883679216307,1
73,2,201.6144139956964,57,74.1687620265215,61.673556006540906,0
74,0,73.4139737365814,29,42.08302510957118,27.58988132519763,0
74,1,117.94834977370367,28,39.76599719733191,27.59539047309326,0
74,2,80.98697528691058,19,24.473714816809853,19.60018819735905,1
75,0,106.33840696404798,31,29.51887578950855,27.811452982130113,1
75,1,162.65710970515386,36,54.48733697131501,32.823784875726425,0
75,2,156.81383943488024,36,38.18208538675957,39.81014460328655,0
76,0,180.97218943426498,43,71.98845766601339,32.9496186216441,0
76,1,43.591259022234524,13,12.018502613934537,12.230388861802874,1
76,2,77.0182787343653,27,9.191192655415712,18.918369833256254,0
77,0,20.545983918333967,1,20.862892339579222,12.253776405134202,1
77,1,146.40707412280827,38,31.609293437105528,36.49813428665039,0
77,2,79.44269939033553,19,3.195923557979679,9.568856312643044,0
78,0,144.39193460023196,38,51.45856640597219,34.08292278511067,0
78,1,64.21252957308204,15,6.8293537237920425,6.478512055651805,0
78,2,60.8716333229432,14,16.516241052615342,10.608959738538685,1
79,0,7.722153671686936,3,0,8.520614106070777,1
79,1,178.39936989229565,48,66.31323044411009,40.37718555785988,0
79,2,168.15871368074062,47,36.94333544745768,43.56371056505686,0
80,0,86.11945585980934,18,10.275360104103646,4.30717479811808,1
80,1,84.38388737308387,21,26.476760232773756,17.741957087452107,0
80,2,127.63517329243518,30,42.92097465064841,21.34137687343718,0
81,0,98.17120109968847,25,38.1127303939203,22.25715495830711,0
81,1,98.79356808298749,27,19.22554594089098,23.684727468721725,1
81,2,109.8431616755319,26,37.211984398083615,22.720271508864794,0
82,0,136.3328431787001,41,66.35212802883775,29.50438408288766,0
82,1,125.72425979882868,38,43.29288908396555,31.520384034013414,1
82,2,199.61861695083456,49,79.44470088111608,50.216282300982726,0
83,0,181.7365123766186,53,49.88554448973126,37.85317383438217,0
83,1,18.15063826084038,7,10.562993807897005,0.20498456703735624,1
83,2,175.01534639703544,45,61.560827313096986,39.794347219779944,0
84,0,129.98686094160888,34,47.81897482228333,29.77481125141638,0
84,1,190.58069339432856,47,62.20581841973319,39.68747771060995,0
84,2,129.85766731581867,34,42.72470127920352,26.703451544886924,1
85,0,44.16523403904699,15,13.129834903536748,11.887712756933958,1
85,1,75.34251035971603,21,19.13880824921557,7.5380234610033305,0
85,2,97.97724240101199,24,16.34961195118826,22.428175442087323,0
86,0,131.29842188870185,40,52.2874267920243,34.221645468486756,0
86,1,107.28177183088343,28,30.89454791583085,16.000082148292677,1
86,2,145.39179065761724,32,33.17167174481828,21.267991676369952,0
87,0,176.25013686770455,42,55.41506072985593,37.802245211342736,0
87,1,34.064210693370875,10,18.632347177079705,2.56785856487204,1
87,2,38.284384477573276,18,16.75786567886702,20.639077211474074,0
88,0,81.45494923769822,24,26.983269442877248,21.68070029528624,1
88,1,142.33326465055978,30,29.169372332422355,37.59161878661364,0
88,2,120.63703509342194,31,27.36135668012149,30.493488257913853,0
89,0,196.00909069849146,49,77.79226433980776,45.39098499742177,0
89,1,32.55958279148907,8,4.985159133187647,0,1
89,2,25.905046280020912,12,3.992624177566592,5.123105661622572,0
90,0,173.4622767504124,48,50.39102887627773,36.173760825682876,0
90,1,66.05367035761758,13,35.591755995399495,0.3050337597991444,0
90,2,58.878001847156284,11,0,11.500385472788158,1
91,0,146.91560272273702,37,44.51069256404568,30.16996534281892,0
91,1,146.01944572441965,41,42.93291157776518,35.37977073668368,0
91,2,134.21622468736294,29,30.9672422066999,27.965857655874036,1
92,0,113.694628860652,37,34.53119555849232,28.64711089131603,0
92,1,76.3154209644104,22,26.132942606235837,27.84912319508736,1
92,2,97.0715744719844,24,19.66705039418423,16.38564781070904,0
93,0,130.12967938692273,29,48.458198655364114,34.809681278106986,1
93,1,145.82787988434322,41,59.75773854204037,44.55559030424054,0
93,2,122.89138026616695,34,37.877909237826806,33.8324950519079,0
94,0,117.45499062481483,35,54.281482146858465,32.03368352426688,0
94,1,78.05195871754285,20,30.039146214997835,22.441108334352425,0
94,2,10.249022504894995,4,10.637780950629415,0.19564333209005133,1
95,0,34.73479059265274,19,14.600514035105222,21.697744861041933,0
95,1,146.59802356577896,35,49.46319203810644,36.26411110927918,0
95,2,30.851044303868925,13,0,5.115893795742567,1
96,0,157.58620749140405,38,58.70161031960207,40.35521060156641,0
96,1,57.04767343289173,12,26.517237003900952,14.499672769688415,1
96,2,49.22956559030172,14,23.805000104079923,7.04506823400212,0
97,0,80.25593669807354,21,29.032007528283685,9.672835383340368,0
97,1,97.99679666514147,31,27.71487055948893,17.037679342276164,0
97,2,76.23439755244968,20,17.77553576766433,15.100445142671667,1
98,0,106.78806746043489,30,15.554926143259067,24.922285326076327,0
98,1,68.82463295894738,22,21.86900254973988,9.706425074674653,0
98,2,69.48006993413526,21,3.90798740343814,14.410060377905504,1
99,0,141.4565214049297,41,46.908572187957574,38.22953014462316,0
99,1,35.52576850452095,12,9.856762185772933,8.624793156735716,0
99,2,39.252132382103966,5,7.934653677876868,6.725013181487952,1
100,0,109.21922562155162,25,48.08525821522997,26.134351490604665,0
100,1,112.7196275774993,35,64.74203768845177,23.405144614855143,0
100,2,74.51705982914879,25,8.740227993683696,27.09382548261613,1
101,0,70.53955525571268,17,25.187871084431215,21.55006546538762,0
101,1,67.60454618464792,19,5.5703011897726675,14.058294304035279,0
101,2,54.274886328934315,10,7.396444996389753,18.058600322146578,1
102,0,128.91511302054099,37,28.82248402436877,36.62716095873535,1
102,1,143.45389916162515,41,64.07852587883376,33.38203255796855,0
102,2,142.93493083508193,35,38.925509237776794,37.617772970633276,0
103,0,126.4202967897254,39,39.91558076335879,24.91876885155319,0
103,1,28.98336138592957,12,0,0,0
103,2,36.19276981552228,7,14.432776498516512,13.091253056627231,1
104,0,186.35307328829248,48,66.17971683687925,47.99358665619228,0
104,1,70.67597245083786,13,27.061937019842496,17.420134765616744,0
104,2,10.032896128319498,3,4.392609571338762,0,1
105,0,79.83792771179763,19,23.88543135784666,21.23728488199574,1
105,1,158.3814008199595,40,35.232527356528855,37.06292628094709,0
105,2,97.73258727244891,29,16.88047084622907,18.418224776317018,0
106,0,105.38408266182999,29,33.34053056220547,18.673855353142315,1
106,1,140.35105826305087,33,27.48433452569701,39.6394921892104,0
106,2,122.64032236943638,42,36.35284757483835,31.94755032152553,0
107,0,159.8563333373148,38,57.77640356361724,37.975395691334434,0
107,1,24.813527544764682,5,10.657393408125868,6.474662060578975,1
107,2,73.65450972569678,17,24.40343288237799,13.203412757096665,0
108,0,95.98088072778559,28,23.646978229854362,20.099114965052017,0
108,1,92.17317681281082,23,28.21140371265812,25.50831282644725,1
108,2,120.08661451719396,34,55.598355922437406,33.27086928057546,0
109,0,145.21094256545786,31,57.91736618888788,30.918416935053436,0
109,1,118.90114289362722,38,32.931679776244735,30.87528846407494,0
109,2,113.45966553413567,31,37.61615860590859,31.821605191800398,1
110,0,122.16610911241649,31,26.66302088092696,28.446417535476552,1
110,1,147.68092851639344,40,53.58600656776231,27.733603048811396,0
110,2,146.82943955225377,43,64.53981431844238,36.70493766139055,0
111,0,195.29145390433033,47,67.39042814260054,41.752207545953645,0
111,1,41.91166060239625,9,1.4203761264301615,27.576035188528863,1
111,2,46.93535998798608,19,5.729049530640353,8.907643152338814,0
112,0,80.46470717960021,27,40.12736011794647,16.518377921366135,0
112,1,60.51894464972677,22,16.415302630068588,7.292917271238421,1
112,2,83.87320797872958,27,29.438945896559375,18.80642011889264,0
113,0,57.074662588455226,16,27.711788650318898,14.678444067314944,0
113,1,74.60083318221864,27,24.154241740779387,16.84776721505437,0
113,2,61.47587379548506,15,17.944422350932047,12.785207263652294,1
114,0,101.15911629999174,18,29.81823803064737,11.467858268972979,0
114,1,64.59971682205637,23,24.88108684128455,13.066324270066168,1
114,2,144.41294967283352,30,15.608467311063976,26.177838357247,0
115,0,196.42200234880173,46,55.177726027399494,46.15292621361083,0
115,1,55.684353015107064,17,25.673082672393466,6.503503450844362,0
115,2,38.88447980655396,9,8.172129745897186,7.6400904779899,1
116,0,17.56028262844049,6,4.163148503937575,6.366989444951747,1
116,1,116.84374105422067,23,33.99398731612882,17.24046786121679,0
116,2,142.05139669467613,43,52.41674943592842,38.90023712606073,0
117,0,81.51307158282232,22,30.519518186057695,20.87520351592428,0
117,1,70.5767040375406,16,44.0293991740023,17.645919991308006,0
117,2,43.85419205941939,16,30.665895631599895,14.799306359338717,1
118,0,163.06839090486977,34,34.041080292198465,33.17598401425715,0
118,1,65.51289821512748,16,14.275871190686342,8.242013975684552,0
118,2,31.246221451459604,6,16.986461724995486,0,1
119,0,26.540370419092472,6,0,8.67984419877686,0
119,1,76.95780510804133,23,21.891951042071256,22.898063514307438,0
119,2,28.981360689973524,1,1.1858862420009173,0,1
120,0,153.90753510903954,47,52.70854408453355,25.49384876866308,0
120,1,41.973382897337956,18,27.02192148816094,0.8755917623320659,1
120,2,68.47619599293571,23,21.95971112889126,9.361438685371319,0
121,0,72.07766733606282,18,25.00396292401296,14.894163698284196,1
121,1,91.51470694229772,24,28.832171105514533,20.91552700083562,0
121,2,108.22947361719217,28,21.995339890913588,23.74715183188274,0
122,0,47.069843163359074,14,0.5696483765509193,18.3652770511751,1
122,1,137.4161804854244,40,45.23788720324261,30.56660829635667,0
122,2,117.27568535602666,33,27.655928506190136,29.01433188265603,0
123,0,197.62056793587035,52,65.09511092967071,44.41182547496415,0
123,1,37.191598056974456,11,27.12705004038201,11.352251557973355,1
123,2,58.761871349923844,21,24.105072765336292,5.403944028392943,0
124,0,179.574035934191,48,56.263879607928715,33.52092496824544,0
124,1,44.3138339521782,12,28.406809294586033,6.228899876277739,1
124,2,60.773277207622776,13,13.89240796877628,7.802018699191573,0
125,0,217.45806257304878,48,55.42098513636307,56.78768940046885,0
125,1,72.21284004408578,15,18.18751850461959,9.911264595855913,1
125,2,74.80331077681443,23,22.531791961709605,12.278355939586799,0
126,0,67.5028758290181,19,11.50830374423537,16.153475615268153,1
126,1,62.038599368634955,19,27.208364379746534,20.54358864690279,0
126,2,96.57675017627272,30,32.74045364640755,28.115851086359147,0
127,0,167.18181880950954,40,52.57733569591262,45.923314495371855,1
127,1,169.08000569053047,44,45.27688852824181,36.52366037852141,0
127,2,191.62232618776636,48,62.99695767322904,30.632576975645268,0
128,0,69.28110162877198,14,25.887683030178533,18.31367661662992,1
128,1,101.44574079257964,23,37.335677276041636,24.726996526679365,0
128,2,149.10610538670838,38,66.57666959631733,34.99158882509102,0
129,0,217.98872856960062,53,76.69726069387711,46.47948452337856,0
129,1,50.539895180943894,9,4.073786881294264,16.818554555193412,1
129,2,32.40954379474765,15,0,11.540503122491112,0
130,0,42.01757036366944,10,5.034700323257924,0,0
130,1,60.154635673825894,17,36.08632549165338,8.528051006193266,0
130,2,16.46686346281702,2,31.400643885591773,9.786469153913709,1
131,0,71.47278458990534,16,12.719470522560858,15.274794267290549,0
131,1,147.6566625138701,42,68.57131923293353,39.0876390540918,0
131,2,61.25453219936627,14,20.211902604168262,15.468853834355,1
132,0,18.7808500398951,15,6.034214586706877,17.610115171293646,1
132,1,167.90693638594135,40,48.27413431243059,37.60871368625091,0
132,2,190.72274289962982,55,51.62350199818198,56.08039662488507,0
133,0,135.84371670480067,39,44.75441592582787,41.76939209280791,0
133,1,125.58765175559355,35,39.28119907212939,25.989544873919357,0
133,2,87.76568067802316,27,26.54419915775192,11.736903487662838,1
134,0,151.36387162397563,36,59.502573786894544,39.55924770501297,0
134,1,117.03934469142256,29,39.32522368408168,35.018164992434635,1
134,2,127.93672831098208,41,49.521364058581185,33.93802488020298,0
135,0,82.22773388012101,15,33.63895705280333,17.146632992660304,1
135,1,70.80512655652099,24,21.050183781331157,22.236322494076177,0
135,2,81.51061342355433,21,26.59707617790418,34.631722782477866,0
136,0,187.5191721381876,44,64.4491712025996,41.807268899390735,0
136,1,24.70219292429268,11,1.0715820082223528,2.3911599966577777,0
136,2,12.06887571021333,8,0,4.249430774980683,1
137,0,117.4522510228228,35,46.51156035105947,31.70930475265157,1
137,1,134.16572905162505,40,46.21311712730368,29.740030784285732,0
137,2,128.97645825134018,35,47.390809028973194,31.315669130043922,0
138,0,186.40586784536762,52,64.61540029181297,48.921530836818796,0
138,1,47.2848394590851,9,9.99787741227728,10.187968586455401,1
138,2,56.832273893986795,17,8.403578696162946,10.204631966145573,0
139,0,96.28464451838799,22,41.91919927105457,15.19839192813671,1
139,1,133.64820966485172,39,40.187067562565545,40.172740752372015,0
139,2,99.27737779201298,29,27.225230104058628,21.796061383454607,0
140,0,147.11844883996156,38,57.907644007745695,38.54344579991404,0
140,1,177.701948159099,48,63.954767250944585,45.84150603816002,0
140,2,135.14864864448384,30,39.02966850211084,31.01621970672934,1
141,0,168.60843556246974,43,42.555045519812026,40.33653988220669,0
141,1,43.75103687061947,21,20.300497354425982,17.700012924944573,1
141,2,78.40586123855024,25,20.853629058110663,17.24652726305162,0
142,0,148.90114136552484,33,46.75525896031041,26.290615088199658,0
142,1,29.93395540403821,13,22.80905191277335,12.87170136773433,0
142,2,37.02986269562747,9,7.9747320977924465,13.569831328115605,1
143,0,155.09945823461496,43,42.857701324367596,39.25127870897098,0
143,1,40.52918667245134,10,0,2.543761385387098,1
143,2,30.092601973772183,10,25.189745057510834,3.8117271612628127,0
144,0,54.41450912003023,12,25.379507242471277,9.845289164081262,0
144,1,169.73015214898282,41,50.96722432377035,44.29454899395342,0
144,2,26.635632105080127,7,7.698107657299619,9.733641401814513,1
145,0,148.78138539938413,42,52.270958305748486,35.26910709363054,0
145,1,32.8520707570983,8,8.653588161169486,15.458484099285844,1
145,2,45.202762109713575,21,19.91251142054497,9.088307163615536,0
146,0,88.85219811988645,33,25.416155588198475,21.42633757455553,1
